sentiment,review_body,product_category
0,I wish his dress would have worked. it is beautiful!! however  the waist and bust runs very small. the bottom of the dress does flare out a bit but the waist is so tight that unless you are a stick  everything at your waist and hips will stick out.,Dresses
0,This truly is a dress and not a tunic. i normally wear a medium but they were sold out so i thought i would try a l petite. i am only 5'4 and the large p was really long. i could definitely wear as a dress with tights. i am hoping it comes back in stock so i can try a medium p. unfortunately it is going back. cute sweater as pictured on the model!,Dresses
1,I like this dress a lot. it does not have much form but with a belt looks great!,Dresses
1,"As others stated  it was a tad bizarre to have a mock neck on the spring dress  however  i would wear this in the fall with boots and a nice moto jacket. another ""but"" is i wasn't sure about the color. i am very pale and the pale color is pretty much my skin color... however  the blue flowers and black lace make up for it as far as colors  and everyone liked it on me. lastly  cut: wow  this was just really nice on  very flattering . i usually try on regular size in store and order petite  but th",Dresses
1,I like this dress. the floral pattern and little red beads. others may think it is baggy  however  i like this type of the style.,Dresses
1,First off  i love the dress! i love anything that you can throw on for a monday and be ready in 20 minutes. the material is good but the compartments for the bust do not hold a d+cup. i ordered the 6 and it fit perfectly except in the bust. easy fix  a white cami  the sale price makes that necessity acceptable. it's a keeper.,Dresses
1,Looks great on. fits beautifully ,Dresses
1,This dress is absolutely stunning!!! i'm 5 feet & curvy. it's flowy  lightweight & has some sparkle mixed in with the gorgeous print. it fit everywhere except when i got the zipper up to my chest. i'm a 36dd & it wasn't going to finish zipping. i was very sad! i even tried the biggest size they had - a 12 & it didn't work. if that zipper had been able to go all the way up & would own this dress.,Dresses
1,The dress is a great buy especially since it was on sale. it fits like his other dresses flattering as i don't have a big bust and have a bit of extra skin from pregnancies but with this dress i feel amazing. get a ton of compliments when i wear it!,Dresses
1,How could this not be flattering to every figure? bunching of fabric is awesome at hiding imperfections (i know  i have become a master at hiding some of my residual baby weight for years now). this  paired with a darker color (and not black  yay!) makes for a perfect combination in a dress. i love that this is a deep purple  it is a dark color which is slimming  but in addition it has more appeal being colored. and it is so versatile! wear it along or with a cardigan/jacket on top. heels or boo,Dresses
1,This dress is great  and looks even prettier in person  the colors are more vibrant. the ruching is very forgiving for the belly and the length is perfect. most maxi's are too long on me  but i ordered a ps and it fit perfect. my only complaint is that it is very low cut  which i was unaware of standing up  but when i sat down at a dinner party  well  let's just say i gave everyone a show :(. recommend wearing a cami or something underneath.,Dresses
-1,Bummer  i loved the lacy bell arms and everything about the look of this sweater but it is huge in the abdomen. seriously looks maternity to me. the neck is also too wide. the quality of the material is very nice and the weight is nice and heavy but the cut just didn't work on me. i returned this one.,Fine gauge
-1,It hangs very nicely on the model in the picture but when i put it on it fit tight in the sleeves and upper back but huge in the front. the sweater was also sparkly which made it look cheap. i loved the lace detail in the back but the sweater was returned. did not fit well and was not good quality. very thin,Fine gauge
-1,I got this top to wear with shorts as the color goes with a lot of different prints. the quality is excellent. this top runs very large  as in three (3) sizes too large. for the record i am a 34.25.35 and ordered my regular size the xs and this top makes me like i'm pregnant with twins. also  the layering looks nothing like it does on the model  it looks sloppy  unkept and a general. i think this would still be great for ladies who are bigger in the chest and waist  otherwise it just doesn't wor,Fine gauge
-1,The fit was not flattering at all  but the worst part was the colors were really dull and not bright as shown in the online photos.,Fine gauge
-1,I wanted to love this sweater and it has some nice distinctive features that make it more interesting than your average cardigan. unfortunately  however  i found that flared in an unflattering manner over my stomach. the chest fit well - though it was very low cut - but then if i buttoned the sweater it made me look like at least three sizes larger.  the quality seemed okay  but a bit thin and i was afraid that this would not hold up for long.,Fine gauge
-1,I agree with the other reviewer about the great colors  but when i took this off the rack to try one  you can see through both layers of fabric. i thought  insulting quality  for the price. i imagine the holes would start after one wearing.,Fine gauge
-1,This sweater is very long  could be worn as a dress at 5'3 !,Fine gauge
-1,This is not even a dolman style sweater because it's loose fitting everywhere around the arm. the point of a dolman sweater is that the sleeves are fitted around the wrist/forearm  but this is not the case with this sweater. it's super loose around the wrist area - i can fit both of my wrists into a sleeve.,Fine gauge
-1,This sweater was not as featured in the picture. the front is completely cropped while the back is regular length. the front barely reached the middle of my stomach. also  the color was not as vibrant as shown in the picture. this sweater will be going back.,Fine gauge
0,I ordered this sweater in black and thought it was a pretty design and something different in a cardigan. when i tried it on  it was an odd fit and very boxy and unflattering. i wanted to like it and keep it  but i knew i would not wear it so  unfortunately  it went back.,Fine gauge
0,Let me start by saying that i cannot wear wool. it doesn't matter what type it is or if it is combined with cashmere  it makes me itch so much that i just can't do it and i didn't not find this as itchy as others stated. that being said  you definitely need to size down. i am a standard small and purchased the xs and there is still a load of fabric. i still don't know what to think. i think it is okay but i am not sure it justifies the price point.,Fine gauge
0,Cute details but not happy with the fit. runs wide and short. the peplum fabric on bottom is stiff  wrinkles easily  and lays funny. returning this one.,Fine gauge
0,Loved this top  but had to return it. the collar is gorgeous but terrible quality,Fine gauge
0,Sooooo soft! not a ton of shape but very versitile and warm!,Fine gauge
0,I typically wear a size xl in retailer clothes. i'm a size 16 in tops and this sweater in xl fit really baggy with no form fitting. it's super soft and i love the color  but it was just unflattering on me.,Fine gauge
0,This is a thick sweater. it is pretty  but has a short length.,Fine gauge
0,"Just got this in the mail yesterday and i want so badly to love it but it's just a little too big and boxy. i'm 5'5""  125lbs and ordered a small but i really wish i'd ordered the xs. not sure if i'll exchange or just return. seems high quality and the pattern is gorgeous. it's basically exactly what i'm looking for until i actually put it on and then it just kind of looks like i'm wearing my grandpa's old sweater.",Fine gauge
0,This shirt is beautiful  however i thought that it was made of a softer  lighter material. it is  instead  made of a thick  heavy material that was unflattering for my shape. ( short torso ann's large bust) it made me look boxy and chunky in the middle. sadly  i'll be returning it.,Fine gauge
1,Very soft  comfy  lightweight sweater. perfect for layering as the weather gets cooler. looks great with jeans or jean shorts.,Fine gauge
1,I like the detail in this cardigan. the shape is true to the fit on the model of the main picture  the sleeves are a bit long  however i am 5'2.5 and 107 lbs  i ordered and kept the xxsp. great staple item!,Fine gauge
1,I got this in the wine  which is a beautiful color. the design is nice and looks expensive (but i'm not sure how it will hold up)  the fabric is very nice  medium weight and drapes well. it is a little boxy but would be nice to layer over a button down.,Fine gauge
1,Order a size down. i ordered a small from catalog and returned it to the store for an xs.  run large in the chest and down. the fit is more flowing than form fitting. nice material  not itchy at all.,Fine gauge
1,Love  love  love. i have both colors and wear with leggings. it's not a heavy sweater and has a great drape  super flattering. i'm usually a medium and it runs true to size - not supposed to be tight. i find it a little low in the front but a tank underneath takes of it. washes well.,Fine gauge
1,I really like this sweater. i would suggest ordering a size up. i could had worn my normal size but a size up was much more comfortable. i have a burnt orange skirt that i wear with this and it makes the flowers pop.,Fine gauge
1,"This sweater is really cute  and comfortable - but the color is a tad off from the picture. it's a deeper blue than i was expecting  and the pocket is not a ""rust"" color as depicted online. it's definitely closer to red. other than that  i still do like it - the speckles are a nice touch  and it is true to size  and not too short.",Fine gauge
1,"Just tried 'layered sadie top' and it felt so nice on. good hand feel for both materials but note that the knit on top is a little too delicate for machine wash but can be hand washed. this item is definitely ""vanity-sized"". i'm 5'1  113lbs and the xs looked nothing like how it does on the model. it was flowy as depicted but it came down much lower on me and looked a little maternity-esque. highly recommend because it's gorgeous and well made but i would definitely come in and try it out for you",Fine gauge
1,Yes  it is big. but it is also amazing. so soft  the colors are great  and the hood  well  the hood makes it. great colors for fall. it's a poncho. it's not supposed to be fitted. i'll be wearing this all fall through winter. love it.,Fine gauge
-1,"Loved how this draped and im super petite 5'1""(32b bust) and this was seriously one of the most ill fitting items i have every owned. i purchased the pxs and it was huge. i hope this has a better fit as the other reviewers seem to have a more positive review. i was just appalled as to how bad the measurements were off. unfortunately the straps are not adjustable so this went below my chest. too sad retailer  please get the fit right!!",Intimates
-1,Material is strange. triangle top is funky. this is just not awesome in any way.,Intimates
-1,You have to be a contortionist to get this bra on. it slips over your head and i needed my 8yo daughter to help me pull it down past my elbows. ridiculously impractical. why oh why didn't heather give it a hook and loop closure instead?,Intimates
-1,"This nightgown looked so comfy and cute! i ordered a large and it was so uncomfortably tight.i'm 5'3"" and 150lbs. it was such a shame. size large should not just be really a medium!",Intimates
-1,Fun  sexy underwear but rides up in the front. will return,Intimates
-1,This bra runs very small  and is hard to get on and off. i think if i went a size up i would be happier.,Intimates
-1,It seemed to stay in place and did not require constant readjustment. however  i found the band to be extremely small and tight. it is not the most comfortable bra because of the way the band just presses into your skin.,Intimates
-1,This could have been an amazing chemise but it is too short even for bed- perhaps it could be used for a tank. i am 5'3 but do have a long torso. it did not fully cover my booty.,Intimates
-1,"Got this in the sky color. returned it because the top is way too sheer for me  if you know what i mean. i wanted a pretty gown i can wear without a robe in front of my kids. no can do. also  for the price  material just felt flimsy & cheap. it does run small ~ the medium was good on me and i'm 5'2""  114#  34b",Intimates
0,This is pretty and provides coverage with a bit of support for wearing around the house. i'm a 34b so i ordered the small- it still had room in it so i tightened the straps and used the tightest hooks on the back  and that makes it fit ok. i bought it just to wear at home since i was not expecting a great deal of support or shaping  and while it feels ok it is not super-comfy- it's a bit scratchy around the edges. i was going to buy another color if i loved this  but as it is i will keep the one,Intimates
0,I wanted to love this set  but sadly it just didn't fit as i had hoped. the small was bigger than expected and looked frumpy and not sexy. returned.,Intimates
0,I'm a b-cup who hates traditional underwire bras  so i was excited to try this one out. while i appreciate that this bra has more structure and support than other wireless comfy bras  the cups provided too much coverage for my style. if you want to wear a shirt with a wide neck  or do a cute off-the-shoulder thing with your shirt  the top of the cup shows. bummer!,Intimates
0,I wanted to love these because they are so pretty and come in lots of colors  but after only a few minutes of wearing them  i was having to pull them out of my bottom! why does women's underwear so frequently ride up? i normally wear a size 4/28  and ordered these in a m  but i guess they were still too small  which seems unreasonable to me. they are soft and pretty  but i will not be ordering more.,Intimates
0,As a petite  big busted woman  i found this dress wildly unflattering. the quality and pattern of the dress itself is beautiful  though it will require a slip as it is completely transparent. the design of the bust however  i found unflattering.,Intimates
0,I ordered this in black and white  thinking you can never have enough silk camisoles.     i returned the black because it looked like polyester. the white is actually a cream/ivory  not bright white as pictured. it is also not the best feeling quality  however the fit is good  and true to size.,Intimates
0,I really was looking forward to this piece but unfortunately it was too small to even pass through my head nevertheless i couldn't even get both arms in. i got a size small and probably needed a large; but as far as the quality and color  it's really pretty! just go up a size or two if anything and try it out.,Intimates
0,I'm a 32-a  and i bought a small. i found that the tube portion is pretty tight  but probably needed to keep things up. because there is not a clasp in the front or back  it is really hard to get in and out of. i'd probably be ok with it  but the cups were too big for me. i think i would need to be a c to fill it.  the quality is really nice and the molded cups are a good shape. i wish i could have made it work  because it was really comfortable. i returned it in the end.,Intimates
0,"The fit is gorgeous  but i didn't realize it was completely transparent. when it says ""mesh"" it means ""mesh""! i was thinking the ""mesh"" part was on the bottom. because of how it is cut  high on the shoulders  you can't wear a cami underneath to provide coverage. very cute  but not practical.",Intimates
1,This bra is so well made and fits beautifully.,Intimates
1,Makes me feel like a sexy ice skater. true to size  i am 5'0 and 120 lb and both the small and medium fit. i kept the medium. love it!,Intimates
1,Well-made  gorgeous bra! the 'red' is more wine in person  which is great. this bra runs quite small--go up at least 1 band and 1 cup size. i got a 36c and it fits great! (i'm a 34b across brands like vs  etc.)   you'll feel extra saucy and a bit mischievous knowing you're wearing something this sexy.,Intimates
1,This bra is so soft and comfortable i feel like i'm not wearing a bra at all  except i have the gentle support i need. the material is very thin and the pink color is see through  so not recommended under a white or see through shirt. perfect for sleeping or lounging in!,Intimates
1,I love this gown so much  i would wear it everyday if i could. it is cozy  beautiful  and feels special like an heirloom. the top is perfect coverage and the skirt is so soft. color is much prettier than the photo picks up!!! i love this gown. my favorite  hands down.,Intimates
1,I ordered this in sand and loved it so much when i received it that i went back and ordered it in black as well. it is very flattering and sexy!,Intimates
1,A great long line bra! beautiful and well made however it's tough to get the fit perfectly right. i usually wear a 32 b or 34 a and am 115lbs. the small was the best fit as the 32 (xs) was a very small 32. i could almost say it more of a 30 if that's even a size. it also rubs my skin few places so definitely not meant to be worn for more than a few hours. otherwise i recommend it!,Intimates
1,Well fitting bra  comfortable (not itchy)  lace doesn't show through tops.,Intimates
1,This was a gift for a bachelorette. very pretty and sexy without being too over the top. love the print!,Intimates
-1,I wanted this jacket to fit on me like in the photo  but i guess my frame was still to petite. the fabric was also on the cheap end,Jackets
-1,I wore this blazer for one day  didn't do anything strenuous  and the fabric started to disintegrate along the back  next to the center seam. it's completely unfixable  since it's not the seam that split but the fabric itself. what a waste of money.    as to the fit  it is a boxy cut through the waist. it looks better unbuttoned than buttoned. the jacket also shows a lot of the shirt you have under it  so it's good over something cute.    or  it would be  if it didn't fall apart.,Jackets
-1,"I might be the only odd person out there who think this jacket is not perfect at all. a lot of other reviewers said that the jacket runs small. for me  it's not true at all  i had to go to xxp petite to find the fit acceptable  but it was simply too short (rather than 20"" as it states on the website  it's more like 18"")  which is a thing i almost never experienced because i am a petite person! i don't even want to go regular size because it would've been too big. i saw some photos that others po",Jackets
-1,I really loved this vest online and decided to try it on in store. it was really cute on and fit nicely so i purchased it (in my normal size) and took it on a vacation. first time wearing it and the color transferred all over my white shirt even though it says it is pre-washed. i am very disappointed considering how expensive this was. overall  it is very cute but it may ruin your clothes so beware!,Jackets
-1,This jacket was cute  however  i am normally a large with a bit of room to spare.  this has the irritating issue of not fitting under the arms and across the chest and shoulders.  it is not my shape as most other brands at retailer fit me. this jacket is not sized correctly.,Jackets
-1,Does not look like the picture. lined with a cheap denim fabric inside that shows when arms are rolled up. i normally always fit in mediums and this jacket is so small in the arms as well as body that it fit like a xs.,Jackets
-1,I bought this online in the grey and blue and had high hopes. it runs big so size down at least 1-2 sizes. i didn't realize that the sweater looking part on the forearms was part of the coat. that part of the coat is really nice and comfy. unfortunately  the rest of the coat (the wool part) is very itchy. it would've been awesome if it was lined on the inside  but it's not...so i'm taking them back.,Jackets
-1,After reading the previous reviews i thought sizing down would be a great idea. as soon as i pulled it out of the bag i knew that the xs/s was still wayyy too big. for reference i am 5'3 and a 34ddd and usually wear an 8 but this thing was enormous. it was shapeless and boxy but done so horribly it looked like i was pregnant. it has an adjustable draw string at the bottom which helps to make you look like a balloon. such a disappointment. the design was lovely and it looked very high quality and,Jackets
-1,I was leery of purchasing this blazer online without any reviews to read...and now i know better. the color and fabric are nice and what you would expect from the photos. the sleeves  however  ran small compared to the body. the shoulders also pulled and felt narrow compared to the torso. the body the opposite...too large and not flattering on an hourglass figure...no darts  no fitted places  nothing making it tailored to fit. open it hung wide with an unflattering silhouette. buttoned  it sprea,Jackets
0,Looks so cute in the picture  but just didn't really look that flattering on - plus the sleeves were too tight and too long for my short arms so going back....,Jackets
0,"I really  really wanted to love this jacket. unfortunately  i have a long torso and it was a weird length on me. it hit touching my waist and i wanted something a little longer. i am 5'6""  but long waisted. this probably fits beautifully on someone more short-waisted or petite in stature. it was beautiful (although the buttons were cheap...)",Jackets
0,The material is so soft and cozy. there is just enough padding to keep me warm all year round in southern california. but  i ended up leaving the store without this vest  bc 1)the cut is slightly boxy.  2) every vest had different color variations. you definitely should go into the store to check it out. the ones i saw made the vest have cheap pattern of wide stripes  not an even vintage fade as shown. i'm so sad as everything else is perfect. fits true to size,Jackets
0,You guys  i love this so much! however  within one hour of wearing it  the back seam completely ripped. it fit me perfectly... sadly i&#39;ll have to return the damaged item. really sad it&#39;s all sold out too!,Jackets
0,Ordered this vest in both the xs and pxs. i liked the length and overall fit of the xs  however  i ended up returning both due to how the vest draped. the outer fabric is a bit more stiff which made the vest balloon out more then what i liked. overall  it?s not a terrible vest but just not for me.,Jackets
0,Very pretty but runs tight - i usually wear an 8 or small/med in retailer jackets and couldn't zip up the 8 (am a 36c and thick/broad at the top) as there is no give. this is also more like a fitted shirt  made of lightweight muslin-like fabric. was looking for a summer jacket to wear over knits in a chilly  air conditioned office setting so sadly it didn't work for me. could be cute on someone with a smaller frame over a tank or cami.,Jackets
0,The vest looks  so stylish on. it makes a regular t shirt look edgy with it on. i love the vest but the price is too high,Jackets
0,I saw this jacket and loved the plaid and the idea of a soft sherpa material as a lining was hard to pass up1it was true to size and the material was very nice. however  the button closure was difficult as the buttonholes seemed a bit too small. also  the back of the jacket did not lay flat and it kept rolling.... i had to return this jacket.,Jackets
0,I bought this (because it looks beautiful  is well made  and a high quality piece). when i got it home and tried it on  it did not achieve the look i was going for (boho). instead  it was very drapery and full and big and i felt like i was wearing a ghost costume on halloween. i do love retailer's kimonos and thought i'd love this one. but it's going back. i don't need any more clothes in my closet that i do not absolutely love and want to wear again and again. that is my new criteria for purchasi,Jackets
1,This jacket is exactly what i was looking for! it is a lightweight and comfortable material that will be perfect for fall/spring (and for layering during a mild winter!). i am 5'3  128 lbs  and generally wear a small - but i ordered a medium in this jacket and am happy i sized up. the jacket is roomy  but the cinched waist makes it flattering rather than shapeless. i'd definitely recommend this anorak to anyone!,Jackets
1,I have never loved denim jackets because they always have seemed kind of basic or boring. this one is edgy and the design is amazing. it can be worn with anything and will go through many seasons. i found the fit to be on point. my normal medium fit perfectly.,Jackets
1,Bought one for myself and one for my mom.  we both love it.  super soft. boxy and oversized but great for layering over a belted tunic.,Jackets
1,I bought this for myself and my mom and we both love it! i got it in a small and almost wish i had gotten it in an xsmall. it's super comfy and appropriate for work.,Jackets
1,I happened upon this in my local store despite the fact that it is an online exclusive. i love finding returns so i can see them in person. i loved the soft colors right away. my hesitation was the standup collar but it actually folds down just fine and gives the vest lapels too. it also looks nice belted  left slightly open. i usually wear small or xs in tops and the small fits nicely. it doesn't need to close since there are no built-in fasteners. i will wear it with a long button down shirt o,Jackets
1,"First of all  this doesn't come with a belt of any kind. that's a good thing  too. i am surprised that the stylist put one around this kimono. it looks odd  and  frankly  takes away from the shape of the piece. having said this  though  it is a nice accessory for basic tanks  t-shirts  and other tops and dresses that need a little umph... the kimono is blue  mostly  but it really doesn't appear to be ""striped"". it is sort of a line of small dots. it is sheer  but the polyester fabric has some bo",Jackets
1,I'm glad i took a chance and ordered this jacket. i love military inspired jackets and this one is very cute.  it runs a little big  so i'm glad i ordered a size down. i like that it can be worn open or buttoned. it looks great with jeans and boots but i can wear it to work as well. it's definitely more on the casual side  but still a very versatile piece in my closet. love it.,Jackets
1,I've owned a number of pilcro denim jackets it in my day. not because they've ever needed to be replaced  but because i'm obsessed with the fit  the color and the style. when i saw this one i knew it would be no exception! this jacket is even cooler looking in person. the fade on the denim is totally perfect. not too dark  not too light...and not so distressed that it looks sloppy. the denim is soft just like all other pilcro  and the fit is a dream. what i love the most is the interest in the c,Jackets
1,Love the simple  casual elegance of this coat. i especially love the colors  grey & beige  because it looks great with my grey jeans as well as my dressier beige pants. i will get a lot of use from this coat.,Jackets
